City,Latitude,Longitude
Bolzano,46.615021,11.511254
Ravenna,44.230643,11.915889
Trento,45.931724,10.964667
Potenza,40.355826,15.856016
Campobasso,41.607373,14.503335
Savona,44.603883,8.650927
Messina,38.201529,15.642723
Milano,45.276229,8.971735
Cremona,45.247234,10.312939
Reggio Calabria,38.210719,15.421417
Pordenone,45.926675,12.752846
Siena,43.059046,11.131459
Arezzo,43.26894,11.820688
La Spezia,44.156448,9.86899
Udine,46.290371,13.515197
Lucca,44.026586,10.345313
Ancona,43.320262,13.491824
Napoli,40.769759,14.231586
Bari,40.998506,16.645735
Imperia,43.913673,7.968256
Trapani,37.881707,12.638579
Ravenna,44.55136,12.205243
Siena,43.559148,11.238584
Perugia,43.394111,12.190716
Catania,37.281363,15.329835
Verona,45.520818,11.059715
Parma,44.915527,10.250542
Brindisi,40.529304,18.0589
Bari,41.412086,16.640563
Savona,44.059833,8.237018
Mantova,44.96816,11.086745
Brindisi,40.911254,17.925978
Napoli,41.100209,14.50032
Genoa,44.29714,8.750732
Cremona,45.23703,10.050871
Verona,45.615243,11.061223
Messina,38.011929,15.782086
Palermo,38.181713,13.444244
Parma,44.570693,10.305151
Perugia,43.120257,12.330177
Verona,45.698046,11.289177
Trapani,37.881504,12.227959
Foggia,41.514885,15.266596
Lecce,40.229257,18.352234
Ravenna,44.438179,12.485823
Cagliari,39.421058,8.979157
Cremona,45.426404,9.783688
Pavia,45.228251,9.016784
Pisa,43.975572,10.281197
Messina,38.382439,15.676424
Taranto,40.420138,17.527485
Vicenza,45.68275,11.564164
Palermo,37.905714,13.612868
Novara,45.501286,8.895082
Pisa,43.421244,10.582092
Siena,43.157917,11.195046
Cremona,45.320536,9.889866
Firenze,43.744599,11.209582
Reggio Calabria,38.109984,15.576131
Messina,38.269022,15.465251
Parma,44.864668,10.400631
Catanzaro,38.790816,16.363425
Modena,44.618539,11.143249
Novara,45.42307,8.347466
Catania,37.431954,14.904492
Bolzano,46.408738,11.492869
Siena,43.519544,11.379494
Lucca,44.037747,10.64065
Pisa,43.719412,10.290648
Trapani,37.83448,12.428452
Ravenna,44.710324,12.147389
Napoli,40.944037,14.374285
Udine,46.219626,13.084319
Modena,44.69406,10.918912
Firenze,43.773265,11.351366
Torino,44.834536,7.586568
Varese,45.726894,8.948371
La Spezia,44.297842,10.032087
Torino,45.290197,7.650373
Padova,45.676089,11.7739
Vicenza,45.640205,11.730344
Ancona,43.6873,13.752468
Milano,45.238511,8.987853
Reggio Calabria,38.293526,15.521542
Trapani,38.257199,12.639044
Venezia,45.150116,12.35337
Catania,37.36702,14.802541
Potenza,40.412077,15.978969
Siena,43.285209,11.327172
Pordenone,46.214585,12.635415
Cremona,45.33739,10.216009
Lucca,43.570992,10.581148
La Spezia,44.248376,9.889618
Siena,43.513116,11.119797
Arezzo,43.170998,11.686231
Cremona,44.889117,9.846386
Cagliari,38.98772,9.316611
Venezia,45.161441,12.250578
Reggio Calabria,38.390026,15.734495
Foggia,41.490084,15.289921
Lecce,40.070819,18.008602
Pisa,43.850148,10.228808
Mantova,45.109863,10.622844
Udine,45.969957,13.229347
Perugia,43.154528,12.485178
Verona,45.420585,11.24101
Trieste,45.351391,13.784462
Firenze,43.530119,11.182349
Cremona,44.871513,10.077514
Potenza,40.622602,15.786998
Catanzaro,39.056231,16.58884
Padova,45.331768,12.027811
Lucca,43.899385,10.61859
Napoli,40.699429,14.125058
Pordenone,46.050244,12.507182
Napoli,40.621882,14.000479
Savona,44.44092,8.283609
Brindisi,40.421679,17.699966
Reggio Calabria,38.064459,15.712747
Perugia,43.244408,12.426544
Lucca,43.887889,10.778995
Lucca,43.685545,10.780041
Lecce,40.257226,17.916231
Genoa,44.293972,8.999459
Cremona,45.359218,10.306811
Bari,41.156092,16.677173
Trapani,37.96069,12.328688
Parma,44.741487,10.275514
Bolzano,46.511198,11.544893
Milano,45.604605,9.149689
Lecce,40.440101,18.388787
Napoli,41.115105,14.082881
Pordenone,46.000779,12.65735
Firenze,43.7813,11.307734
Trieste,45.927514,14.03592
Pavia,45.415709,9.184087
Cremona,45.15504,10.29788
Pavia,45.130509,9.077754
Terni,42.428108,12.419028
Arezzo,43.195176,11.708883
Ravenna,44.565404,12.297223
Parma,44.525635,10.184037
Udine,46.160282,13.450351
Savona,44.188874,8.5854
Vicenza,45.576318,11.551807
Pisa,43.807389,10.376084
Arezzo,43.570142,12.105052
Catanzaro,38.889266,16.398663
Pavia,45.022535,9.231708
Mantova,45.07465,10.825854
Bolzano,46.414258,11.28417
Ancona,43.697887,13.476067
La Spezia,44.387401,10.029388
Venezia,45.212903,12.043132
Perugia,43.350151,12.355322
Bologna,44.412234,11.32674
Lucca,43.707053,10.498378
Novara,45.499083,8.7971
Ancona,43.512906,13.263742
Campobasso,41.292625,14.698471
Milano,45.309655,8.950269
Imperia,43.961127,8.291044
Bolzano,46.302078,11.532225
Cagliari,39.068243,9.140126
Imperia,43.797945,8.057196
Trieste,45.887543,13.525199
Bolzano,46.488703,11.182016
Torino,44.996506,7.845579
Bolzano,46.433429,11.560506
Vicenza,45.513981,11.285898
Ancona,43.552677,13.370782
Lucca,43.943275,10.406331
Padova,45.445647,12.120983
Varese,45.957297,9.093129
Arezzo,43.164655,11.690677
Brindisi,40.335143,18.164613
Pavia,45.388929,8.957289
Ancona,43.694322,13.484128
Treviso,45.730255,12.47914
Bolzano,46.750441,11.207962
Catania,37.533408,15.098006
Lucca,43.799296,10.769326
Terni,42.350346,12.598983
Bolzano,46.290318,11.50493
Savona,44.461671,8.699485
Milano,45.495071,8.985623
Pisa,43.616146,10.240244
Modena,44.751511,11.176609
Brindisi,40.441293,17.791913
Siena,43.056787,11.141814
Perugia,43.224253,12.686642
Campobasso,41.827733,14.389468
Messina,38.46892,15.389052
Arezzo,43.321737,11.919985
Genoa,44.279896,8.772447
Pavia,45.162719,8.879423
Catanzaro,38.890145,16.68861
Udine,46.293903,13.21065
Lucca,43.826807,10.644104
Ancona,43.535382,13.701871
Lecce,40.063079,18.176862
Potenza,40.341851,15.937669
Genoa,44.693371,9.211502
Bolzano,46.41214,11.45772
Terni,42.297011,12.887341
Potenza,40.624564,15.814552
Vicenza,45.492696,11.422773
Padova,45.483576,11.947103
Reggio Calabria,38.283592,15.362752
La Spezia,44.220413,9.554763
Cagliari,39.206464,8.947454
Trieste,45.772654,13.819535
Firenze,43.629118,11.482676
Catania,37.633895,15.176881
Palermo,38.023951,13.542236
Messina,38.117147,15.357155
Catania,37.46593,14.933199
Catania,37.502363,14.90656
Catania,37.527305,14.945995
Arezzo,43.283763,11.664589
Palermo,37.851865,13.136464
Ravenna,44.477478,12.449127
Catanzaro,38.690942,16.319813
Terni,42.526667,12.628397
Pordenone,45.757956,12.838503
Pavia,45.235935,9.4181
Savona,44.272509,8.585939
Pavia,45.063014,9.357586
Napoli,41.143069,14.224442
Palermo,38.265943,13.105612
Brindisi,40.644564,18.213478
Lucca,43.764373,10.646478
Treviso,45.964868,12.295868
Treviso,45.480874,12.295097
Trapani,37.787786,12.632167
Siena,43.235494,11.182425
Mantova,44.998443,11.055737
Milano,45.336386,9.475342
La Spezia,44.173219,9.765088
Treviso,45.6649,12.025102
Bologna,44.560362,11.455112
Ravenna,44.596127,12.331658
Trieste,45.516541,13.898342
Arezzo,43.1911,11.689173
Pisa,43.634799,10.141844
Catania,37.744653,15.172282
Messina,38.234004,15.549349
Bolzano,46.309792,11.140737
Cremona,45.104432,9.867556
Varese,45.643328,8.913682
Cremona,45.202323,10.098894
Arezzo,43.421926,12.145272
Parma,45.035771,10.040455
Vicenza,45.403882,11.786671
Milano,45.404544,8.935474
Varese,46.096498,9.064125
Reggio Calabria,38.240124,15.871142
Lucca,44.132956,10.297989
Pisa,43.791554,10.273272
Siena,43.230191,11.093829
Treviso,45.55219,12.433504
Potenza,40.75603,15.5425
Padova,45.288866,11.599544
Torino,44.982743,7.873154
Arezzo,43.191883,11.842792
Parma,44.911117,10.509292
Genoa,44.22123,8.790713
Bari,41.180702,16.767557
Catanzaro,38.717301,16.881773
Venezia,45.448207,12.384673
Reggio Calabria,38.039856,15.620982
Pordenone,45.878622,12.72722
Bologna,44.405492,11.378108
Terni,42.390329,12.414335
Bolzano,46.639325,11.239179
Bologna,44.773922,11.053906
Napoli,41.09428,14.410119
Brindisi,40.919711,18.049051
Terni,42.509337,12.752265
Brindisi,40.821697,17.974508
Catanzaro,39.020905,16.485049
Trapani,37.761014,12.518917
Potenza,40.376833,16.088416
Catania,37.772016,15.31807
Mantova,45.177172,11.069942
Udine,45.784219,13.118252
Savona,44.383934,8.386472
Mantova,45.049149,10.950463
Torino,45.213398,7.576419
Bolzano,46.712632,11.297458
Lucca,43.994153,10.260519
Foggia,41.657607,15.709156
Siena,43.063353,11.559628
Reggio Calabria,37.982713,15.458385
Mantova,45.018763,10.980769
Savona,44.409544,8.452637
Lecce,40.317805,18.333922
Foggia,41.63349,15.777383
Lecce,40.107806,18.229867
Lecce,40.502742,18.322824
Cagliari,39.426936,9.288469
Trento,46.088555,11.27927
Imperia,43.714104,8.248704
Trieste,45.540328,13.94658
Udine,46.249925,13.360321
Bolzano,46.226474,11.318554
Cremona,45.034316,9.988563
Cagliari,39.111327,9.190717
Taranto,40.565557,17.383053
Novara,45.698789,8.685552
Potenza,40.548148,15.702688
Treviso,45.518799,12.175066
La Spezia,43.831317,9.876721
Campobasso,41.274939,14.720997
Brindisi,40.355908,17.66441
Taranto,40.402017,17.169182
Mantova,45.295107,11.081752
Catania,37.662871,15.111234
Udine,45.83097,13.306169
Genoa,44.633581,8.741964
Modena,44.700757,10.80201
Imperia,43.898026,7.942359
Savona,44.457653,8.576362
Lucca,43.867169,10.422398
Udine,45.974128,13.533971
Trapani,37.749203,12.637595
La Spezia,44.023629,9.760101
Bolzano,46.571448,11.135576
Genoa,44.619787,8.963956
Siena,43.095545,11.137786
Treviso,45.777234,12.418121
Padova,45.449778,11.818486
Taranto,40.565185,17.504984
Treviso,45.470972,12.344642
Padova,45.637847,11.721081
Pavia,45.192373,8.9748
Milano,45.468343,9.119615
Arezzo,43.191296,11.902746
Siena,43.501046,11.088779
Napoli,41.142364,14.142675
Vicenza,45.262233,11.32285
Ravenna,44.465351,12.273858
Trento,45.893558,11.059401
Reggio Calabria,38.111204,15.398549
La Spezia,43.903458,9.943084
Perugia,43.123918,12.289587
Pisa,43.848327,10.417056
Siena,43.227698,11.170265
Ravenna,44.613718,12.285135
Pisa,43.945046,10.395982
Torino,45.333141,7.453306
Ancona,43.733585,13.767166
Cagliari,39.484278,8.933438
Cagliari,39.054852,9.149595
Treviso,45.610604,12.147247
Terni,42.281488,12.543098
Pordenone,46.051411,12.457091
Treviso,45.89161,11.95947
Milano,45.677741,9.296249
Milano,45.590686,9.037195
Trieste,45.428512,13.673244
Campobasso,41.714826,14.46668
Messina,37.983772,15.850796
Pisa,43.611877,10.612684
Arezzo,43.54745,12.063384
Ancona,43.40066,13.692998
Campobasso,41.803429,14.929502
Trapani,38.154593,12.486726
Cagliari,39.071883,9.33275
Varese,45.981952,9.033263
Firenze,43.634249,11.101773
Milano,45.363093,9.099717
Pisa,43.831868,10.656523
Imperia,44.169889,7.984364
Foggia,41.362032,15.26249
Ancona,43.741565,13.446277
Messina,37.994104,15.844038
Parma,44.604632,10.210338
Catanzaro,38.949075,16.452135
Modena,44.920356,11.008597
Verona,45.407716,10.862743
Bari,40.832012,16.663681
Parma,45.062468,10.067273
Pordenone,45.872589,12.749474
Taranto,40.495472,17.292196
Verona,45.545325,11.248357
Torino,45.221918,7.754057
Arezzo,43.550351,11.808183
Milano,45.615774,9.35519
Lucca,43.725234,10.363641
Modena,44.941963,10.920888
Lecce,40.256326,18.087709
Verona,45.398095,11.189571
Mantova,45.43339,10.863435
Reggio Calabria,37.963523,15.640759
Potenza,40.64412,15.781244
Novara,45.451811,8.872918
Treviso,45.794444,11.988312
Treviso,45.734802,12.375552
Venezia,45.557244,12.541307
Bolzano,46.270485,11.649567
Messina,38.092969,15.686712
Lecce,40.264845,18.454358
Padova,45.271654,11.857115
Bologna,44.322864,11.611553
Taranto,40.202807,17.089616
Catania,37.620433,15.159526
Verona,45.293299,11.068261
Torino,44.829007,7.64763
Arezzo,43.417093,12.116782
Arezzo,43.546724,11.755279
Parma,44.572767,10.286329
Cremona,45.363573,10.248987
Trento,46.197524,11.213227
Milano,45.23689,9.221527
Bolzano,46.692001,11.392411
Novara,45.218884,8.617377
Potenza,40.393415,15.590132
La Spezia,43.975645,9.616928
Siena,43.590292,11.582745
Cagliari,39.271379,9.281434
Terni,42.545906,12.619839
Messina,38.293825,15.494713
Reggio Calabria,38.16297,15.394846
Ancona,43.695547,13.254984
Cremona,45.34887,9.793821
Foggia,41.547063,15.756669
Catania,37.409535,15.19437
Firenze,43.958217,11.13613
Ravenna,44.359812,12.37609
Padova,45.308478,11.652272
Bologna,44.289307,11.614761
Catania,37.736051,15.377798
Reggio Calabria,37.943968,15.456723
Foggia,41.260386,15.351877
Milano,45.196497,9.306547
Modena,44.690334,10.953656
Ancona,43.908335,13.567244
Pisa,43.461123,10.543596
Firenze,43.894211,11.496339
Savona,44.531041,8.472205
Pordenone,46.05504,12.930611
Pordenone,45.664889,12.837348
Vicenza,45.400084,11.425474
Verona,45.180371,10.850237
Bologna,44.518703,11.252759
Padova,45.481723,11.962998
Catanzaro,38.882987,16.610534
Trapani,37.911039,12.256281
Pavia,45.023993,9.320731
Campobasso,41.795915,14.453562
Lecce,40.411943,18.407339
Trento,45.939928,11.399831
Udine,46.09374,12.98855
Udine,46.277018,12.990088
Parma,44.835379,10.402676
Padova,45.138961,11.909942
Cremona,44.942481,10.304087
Bari,40.994509,16.764496
Padova,45.124681,11.662713
Napoli,40.665941,14.187381
Lecce,40.260251,18.393424
Reggio Calabria,37.870013,15.809544
Foggia,41.611853,15.474912
Catania,37.638998,14.885285
Torino,44.820411,7.661924
Milano,45.489182,9.332718
Verona,45.152052,11.024948
Verona,45.184485,11.146789
Lucca,43.963268,10.559159
Foggia,41.319188,15.802634
Reggio Calabria,37.938086,15.51072
Palermo,37.854477,13.19762
Brindisi,40.518643,17.774447
Lecce,40.22723,18.38602
Bari,40.861785,17.13784
Genoa,44.336279,9.135009
Lecce,40.543411,18.08304
Trapani,37.908604,12.396714
Taranto,40.206415,17.380884
Ravenna,44.23579,11.941847
Catanzaro,38.982753,16.388372
Venezia,45.712244,12.043983
Trento,45.982396,10.834183
Palermo,37.951167,13.2076
La Spezia,44.213801,9.671071
Campobasso,41.815648,14.486711
Firenze,43.622061,11.34029
Brindisi,40.719064,17.891646
Bolzano,46.654332,11.241989
Pordenone,45.704498,12.537289
Modena,44.448939,10.94551
Savona,44.117629,8.387021
Imperia,43.670811,8.307787
Siena,43.267541,11.421733
Pisa,43.782832,10.57032
Campobasso,41.840695,14.821782
Lecce,40.630881,17.916782
Pavia,44.893792,8.944424
Reggio Calabria,38.175601,15.452837
Modena,44.68592,10.854606
Pordenone,45.76333,12.662248
Bologna,44.478931,11.553026
Catanzaro,39.210514,16.777841
Novara,45.232175,8.837596
Lucca,43.579837,10.465191
Napoli,40.909872,14.515675
Parma,44.668574,10.526342
Firenze,43.605725,11.283793
Novara,45.285825,8.412921
Padova,45.408481,11.887088
Terni,42.55518,12.788566
Verona,45.247134,11.242712
Novara,45.67283,8.655978
Palermo,37.981902,13.650131
Pavia,45.318938,9.078317
Treviso,45.804124,12.195353
Parma,44.946875,10.375325
Milano,45.326777,9.423682
Mantova,45.084028,10.562176
Pavia,45.42473,9.255882
Firenze,43.501862,11.110575
Arezzo,43.251423,11.587048
Treviso,45.532504,12.34754
Napoli,41.095786,14.08577
Catania,37.529137,15.112775
Genoa,44.646157,9.161415
Foggia,41.605295,15.317669
Trieste,45.742718,14.007663
La Spezia,44.275998,9.659514
Treviso,45.727604,12.46203
Ravenna,44.251919,12.375371
Padova,45.264547,12.129263
Trapani,37.831346,12.746503
Udine,46.314581,13.155617
Bari,40.985224,17.16941
Cremona,45.096084,9.959647
Brindisi,40.358689,18.118136
Ancona,43.901445,13.608763
Treviso,45.905829,12.013803
Lucca,44.004908,10.240675
Milano,45.536108,9.099017
Bolzano,46.715169,11.452974
Reggio Calabria,38.131617,15.610871
Varese,45.629944,9.032942
Perugia,43.261533,12.294207
Arezzo,43.381565,11.885999
Genoa,44.562082,8.887604
Novara,45.268613,8.332195
Potenza,40.677573,15.551036
Varese,45.567218,8.900361
Novara,45.200729,8.324796
Bolzano,46.469563,11.210285
Bari,41.085875,17.058962
Lucca,43.633831,10.675955
Perugia,43.374661,12.321098
Pordenone,45.788916,12.756057
Bologna,44.35518,11.093093
Siena,43.589222,11.464993
Taranto,40.600058,17.43921
Novara,45.604682,8.545349
Treviso,45.493489,12.456104
Trento,46.337804,10.869854
Palermo,38.075163,13.314828
Treviso,45.796595,12.088055
Venezia,45.379852,12.089842
Genoa,44.464315,9.225765
Trieste,45.787773,13.822827
Vicenza,45.694716,11.774051
Lecce,40.256144,18.085766
Cagliari,39.142807,8.958978
Bologna,44.651854,11.202133
Verona,45.649141,11.214453
Pisa,43.943184,10.392133
Siena,43.611126,11.323792
Pisa,43.505998,10.550767
Novara,45.538088,8.502463
Bolzano,46.588745,11.484552
Cremona,45.250707,10.128294
Bologna,44.575171,11.255709
Pavia,45.159528,9.213551
Palermo,38.378303,13.635105
Genoa,44.177268,9.125065
Lecce,40.351222,18.000571
Foggia,41.287447,15.674084
Mantova,45.133492,10.765851
Campobasso,41.494552,14.822559
Palermo,38.330175,13.337069
Torino,45.054943,7.974827
Parma,44.76177,10.41695
Siena,43.392581,11.219459
Reggio Calabria,38.24405,15.669597
Arezzo,43.53322,11.61025
Pordenone,45.766734,12.527331
Treviso,45.44013,12.236564
Campobasso,41.659411,14.717847
Udine,45.848072,13.420191
Cremona,45.221034,9.7375
Bologna,44.663007,11.321667
Venezia,45.524668,12.161165
Catanzaro,38.872208,16.480206
Potenza,40.347405,15.636455
Genoa,44.153811,8.757765
Cremona,44.857539,10.033063
Firenze,43.798816,11.290428
Vicenza,45.265283,11.401229
Napoli,40.570162,14.329674
Terni,42.540073,12.852803
Pisa,43.886052,10.328038
Catania,37.223525,15.133326
Parma,44.661802,10.47383
Modena,44.543749,10.965887
Arezzo,43.411635,11.612265
Bari,41.104868,17.083003
Vicenza,45.59955,11.373585
Novara,45.618829,8.489233
Trento,46.125656,11.084512
Siena,43.281415,11.256069
Imperia,44.123371,8.266368
Cagliari,38.946844,9.12249
Trieste,45.461866,13.865899
Lecce,40.296537,18.264612
Padova,45.289801,12.00919
Savona,44.372481,8.216893
Lucca,44.112329,10.536498
Torino,45.162968,7.915831
La Spezia,43.979491,9.882809
Treviso,45.534191,12.055676
Arezzo,43.710286,11.810785
Ravenna,44.607793,12.087128
Pordenone,46.250856,12.614993
Savona,44.204726,8.611231
Napoli,40.765044,14.153056
Novara,45.489071,8.615036
La Spezia,44.035273,9.925605
Treviso,45.576262,12.129892
Cremona,44.964165,9.728058
Ancona,43.63117,13.503978
Treviso,45.965163,12.011938
Pavia,45.08915,9.182071
La Spezia,44.118461,9.550996
Novara,45.278917,8.491366
Taranto,40.41289,17.156466
Catanzaro,39.068482,16.434132
Novara,45.587867,8.480283
Milano,45.313198,9.237476
Novara,45.662708,8.585781
Foggia,41.646286,15.36346
Trento,46.233651,11.238442
Pavia,45.471983,9.24502
Mantova,45.351245,10.631205
Imperia,43.968011,7.955818
Treviso,45.639947,12.273406
Treviso,45.491201,12.352256
Parma,44.818395,10.085091
Novara,45.69592,8.357015
Savona,44.602586,8.737988
Mantova,45.41934,10.812904
Pisa,43.434556,10.439952
Pordenone,45.873678,12.366434
Milano,45.236927,8.968699
Ancona,43.631671,13.549388
Torino,45.101177,7.45576
Cremona,44.995973,9.767765
Bologna,44.527828,11.190669
Parma,44.899969,10.03075
Messina,38.174523,15.504603
Imperia,43.885744,7.739351
Reggio Calabria,37.896548,15.437101
Ancona,43.459427,13.282139
Trento,45.859669,11.40105
Terni,42.675971,12.643351
Trento,45.908015,11.361892
Reggio Calabria,38.017503,15.572488
Cagliari,39.428171,8.884655
Foggia,41.26331,15.335041
Firenze,43.824836,11.008628
Torino,44.828965,7.620921
Potenza,40.679141,15.915994
Milano,45.677006,9.444499
Bari,41.234637,16.750597
Milano,45.240262,9.421488
Napoli,41.099662,14.027883
Treviso,45.462311,12.091666
Milano,45.638598,8.911718
Varese,45.72315,8.616684
Novara,45.439654,8.512882
Bologna,44.794756,11.370592
Taranto,40.733215,17.06304
Verona,45.28704,10.844553
Mantova,45.008172,10.642741
Bari,41.227043,16.959982
Potenza,40.820462,15.786773
Palermo,38.136065,13.133845
Reggio Calabria,38.098412,15.436644
Vicenza,45.292709,11.479448
Cagliari,39.187898,9.012552
Parma,44.583717,10.499169
Messina,38.174076,15.403001
Venezia,45.450076,12.100682
Padova,45.554929,11.721539
Imperia,43.702563,8.169171
Brindisi,40.403026,18.202456
Catania,37.738179,15.083642
Taranto,40.556263,17.408573
Verona,45.206812,10.757876
Verona,45.466686,10.988398
Terni,42.717184,12.786799
Palermo,38.215091,13.619605
Palermo,38.362632,13.484617
Reggio Calabria,38.02505,15.892131
Ravenna,44.387398,11.976745
Treviso,45.504911,12.50035
Milano,45.659181,9.220125
Milano,45.33479,8.987785
Terni,42.324873,12.713875
Reggio Calabria,38.32326,15.372208
Milano,45.740538,9.129662
Messina,38.311663,15.557401
Milano,45.580221,9.145116
Potenza,40.595459,15.521581
Cremona,44.936351,10.01425
Pisa,43.997466,10.244018
Novara,45.656867,8.903075
Perugia,43.354553,12.519136
Ancona,43.411928,13.451564
Napoli,40.952654,14.009683
Terni,42.796464,12.4739
Ancona,43.677755,13.509342
Pisa,43.748106,10.417494
Padova,45.591063,11.760826
Firenze,43.974537,11.524036
Venezia,45.32364,12.477814
Bari,41.249662,17.092459
Bolzano,46.577194,11.533905
Catania,37.231328,15.08412
Savona,44.558308,8.427862
Lucca,43.614187,10.733674
Napoli,40.820128,14.431603
Vicenza,45.446153,11.83127
Napoli,40.722352,14.369304
Catanzaro,38.762747,16.357269
Mantova,44.910663,10.985072
Lecce,40.189322,18.38826
Bolzano,46.610902,11.654576
Potenza,40.375144,15.614605
Campobasso,41.831045,14.8185
Ravenna,44.536449,12.257649
Terni,42.540256,12.344583
Imperia,43.808921,7.934128
Potenza,40.435155,15.630889
Mantova,45.020013,10.96853
Milano,45.619703,9.268855
Firenze,43.742364,11.187483
Cagliari,39.284526,9.39347
Trieste,45.738208,14.042626
Udine,46.11697,13.391749
Lucca,43.912571,10.359072
Modena,44.824592,11.034527
Varese,45.931617,8.829107
Campobasso,41.616432,14.500963
Catanzaro,39.196953,16.476879
Arezzo,43.536434,12.066109
Cremona,45.209509,10.259276
Palermo,37.938615,13.489217
Catanzaro,38.794076,16.810252
Verona,45.639468,11.20156
Pavia,45.029232,8.938483
Milano,45.606195,9.18538
Cagliari,39.227376,9.298399
Pavia,45.199314,9.405487
Savona,44.020463,8.450837
Catanzaro,38.849646,16.815934
Trieste,45.792726,13.893649
Bolzano,46.203872,11.2203
Cagliari,39.254744,9.400828
Ancona,43.680847,13.597744
Messina,38.209036,15.263042
Palermo,38.304414,13.416488
Perugia,42.972191,12.604972
Palermo,38.112272,13.624627
Bologna,44.576113,11.186438
Bologna,44.696049,11.528048
Firenze,43.486365,11.147609
Potenza,40.545818,15.666829
Bolzano,46.252859,11.452543
Foggia,41.445302,15.348561
Cagliari,39.217997,9.079824
Ravenna,44.257576,12.143877
Brindisi,40.659123,17.772117
Treviso,45.791687,12.298015
La Spezia,43.973804,9.914371
Cremona,45.118929,9.753104
Novara,45.543851,8.868445
Mantova,45.030933,10.84919
Torino,45.115837,7.669368
Padova,45.207785,11.606565
Verona,45.205755,10.849828
Bari,40.822908,17.152121
Ravenna,44.208292,11.908804
Mantova,45.434701,10.687593
Vicenza,45.756386,11.784988
Siena,43.248868,11.092631
Pisa,43.958974,10.16886
Catanzaro,38.860156,16.712606
Treviso,45.410301,12.250969
Vicenza,45.291242,11.488298
Brindisi,40.833028,17.785026
Savona,44.452548,8.653841
Siena,43.308101,11.174005
Imperia,43.731703,7.882704
Bologna,44.524812,11.420796
Foggia,41.377049,15398
Lecce,40.457137,18.11356
Palermo,37.983852,13.458324
Mantova,44.993988,10.743263
Milano,45.756021,9.110657
Palermo,38.321405,13.574616
Treviso,45.488462,12.480294
Foggia,41.653513,15.597918
Verona,45.384839,11.267133
Padova,45.534395,11.821626
Perugia,43.26506,12.607565
Brindisi,40.60688,18.169377
Reggio Calabria,38.108917,15.557848
Trieste,45.687361,13.492079
Palermo,38.409633,13.421154
Cagliari,39.272962,9.147281
Verona,45.188145,10.962603
Imperia,44.147268,8.260649
Pisa,43.832762,10.239414
Mantova,44.874693,10.491454
Pordenone,46.253587,12.629642
Milano,45.418978,9.437668
Pisa,43.708938,10.377695
Terni,42.329313,12.840658
Perugia,43.026604,12.644654
Novara,45.339072,8.776351
Padova,45.599824,11.684044
Padova,45.65076,11.784386
Genoa,44.46975,8.996256
Campobasso,41.701489,14.752038
Catanzaro,39.052221,16.746463
Firenze,43.474283,11.413235
Arezzo,43.35968,11.965908
Verona,45.204267,10.814206
Firenze,43.949738,11.318068
Novara,45.468313,8.5629
Palermo,38.200106,13.368856
Potenza,40.817135,15.94979
Napoli,40.654923,14.346418
Varese,45.72257,9.032744
Taranto,40.70813,16.949972
Imperia,43.774451,8.176602
Trieste,45.622986,13.705339
Novara,45.288099,8.441807
Arezzo,43.251607,11.864637
Pisa,43.473584,10.23618
Imperia,44.088261,7.913643
Vicenza,45.815461,11.260028
Cagliari,39.33016,9.309762
Foggia,41.607422,15.728697
Venezia,45.285549,12.442112
Vicenza,45.787101,11.529231
Ravenna,44.610941,12.016492
Ravenna,44.569918,12.130362
Padova,45.553761,11.748998
Torino,45.344892,7.543407
Ravenna,44.123416,12.381232
Bologna,44.477523,11.11077
Terni,42.730859,12.409362
Savona,44.572055,8.706829
Campobasso,41.845973,14.700767
Arezzo,43.286073,11.960375
Messina,38.309164,15.40572
Firenze,43.846758,11.045908
Palermo,38.329079,13.397063
Venezia,45.144835,12.606761
Ravenna,44.314725,12.334815
Modena,44.449771,10.989436
Pordenone,45.67205,12.589889
Lecce,40.229445,17.981839
Padova,45.268792,11.82929
Trento,46.090564,10.986556
La Spezia,44.017117,9.646181
La Spezia,43.979623,9.580903
Siena,43.040716,11.107323
Parma,45.040022,10.281721
Savona,44.257598,8.22417
Trento,45.796842,10.982368
Messina,38.479081,15.384757
Trapani,37.995225,12.747542
Modena,44.889466,10.676137
Terni,42.608796,12.788422
Reggio Calabria,38.312766,15.553028
Parma,44.851973,10.207398
Campobasso,41.483125,14.594515
Venezia,45.226538,12.035377
Pavia,45.308309,9.343686
Treviso,45.799505,12.418109
Venezia,45.475948,12.098629
Firenze,43.796682,11.032937
Imperia,43.983628,8.153135
Torino,45.074554,7.588987
Milano,45.303153,9.331821
Messina,37.963687,15.577181
Trapani,38.159659,12.362694
Treviso,45.941129,12.32112
Bologna,44.726509,11.595478
La Spezia,44.245758,9.904942
Catania,37.36199,15.079903
Trento,46.00892,11.253101
Foggia,41.374876,15.272553
Napoli,40.835893,14.113182
Cremona,45.002917,10.187895
Cagliari,39.246247,8.870069
Catania,37.626979,15.018684
Savona,44.269584,8.622036
Ancona,43.826157,13.48669
Arezzo,43.46542,12.070223
Catanzaro,39.051255,16.298881
Perugia,43.301532,12.448921
Catanzaro,39.038814,16.649722
Brindisi,40.869855,18.136029
Varese,45.734437,8.84594
Brindisi,40.609873,17.704778
Siena,43.29482,11.038403
Torino,45.045467,7.661439
Terni,42.785179,12.553619
Padova,45.696153,12.002928
Terni,42.561534,12.377657
