ID,sports,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,music,shopping,yoga,sports_partner,tvsports_partner,exercise_partner,dining_partner,art_partner,hiking_partner,gaming_partner,clubbing_partner,reading_partner,tv_partner,theater_partner,movies_partner,music_partner,shopping_partner,yoga_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,attractive,sincere,intelligence,funny,ambition,age,age_o,age_flag,age_radius,longitude,latitude,distance_km,interest_flag,gender,gender_text,gender_partner,gender_partner_him,gender_partner_her,gender_partner_them,gender_partner_text
2573,7.0,2.0,4.0,8.0,7.0,8.0,4.0,7.0,7.0,2.0,4.0,7.0,6.0,2.0,7.0,8.0,3.0,8.0,3.0,3.0,4.0,4.0,8.0,4.0,6.0,5.0,3.0,6.0,7.0,5.0,2.0,3.0,3.0,2.0,1.0,6.0,8.0,5.0,6.0,3.0,26,22,1,94,11.716048,45.314184,90,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2574,8.0,6.0,6.0,6.0,6.0,8.0,4.0,2.0,8.0,4.0,7.0,4.0,4.0,6.0,3.0,8.0,6.0,6.0,6.0,6.0,8.0,4.0,3.0,8.0,4.0,7.0,4.0,4.0,6.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,8.0,7.0,7.0,4.0,25,28,0,0,15.620238,38.371578,100,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2575,7.0,4.0,8.0,8.0,8.0,2.0,2.0,7.0,8.0,5.0,6.0,7.0,4.0,7.0,2.0,3.0,3.0,2.0,6.0,4.0,2.0,7.0,8.0,4.0,3.0,7.0,6.0,3.0,5.0,7.0,2.0,2.0,3.0,2.0,3.0,8.0,6.0,6.0,7.0,8.0,30,26,0,0,13.500048,38.286642,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2576,4.0,7.0,6.0,8.0,7.0,2.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,6.0,6.0,4.0,6.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,7.0,8.0,7.0,6.0,8.0,23,27,1,35,15.208125,37.702492,10,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
2577,7.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,7.0,2.0,6.0,5.0,7.0,7.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,3.0,6.0,1.0,2.0,7.0,2.0,3.0,4.0,8.0,2.0,2.0,2.0,3.0,2.0,7.0,6.0,8.0,5.0,4.0,34,30,0,0,8.807142,45.563487,0,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2578,8.0,6.0,3.0,6.0,8.0,6.0,2.0,8.0,6.0,6.0,4.0,6.0,6.0,4.0,3.0,8.0,6.0,3.0,6.0,8.0,6.0,2.0,8.0,6.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,8.0,9.0,6.0,7.0,24,25,1,98,12.886524,42.318874,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2579,7.0,4.0,5.0,6.0,5.0,6.0,3.0,6.0,3.0,2.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,8.0,6.0,7.0,3.0,6.0,3.0,6.0,8.0,2.0,2.0,6.0,8.0,8.0,2.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,8.0,26,26,0,0,9.310105,45.504907,70,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2580,4.0,4.0,6.0,6.0,7.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,4.0,5.0,3.0,3.0,3.0,7.0,3.0,2.0,2.0,3.0,4.0,6.0,4.0,7.0,8.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,5.0,6.0,8.0,38,24,1,33,9.640759,44.320792,40,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2581,7.0,5.0,7.0,8.0,8.0,6.0,4.0,6.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,5.0,7.0,8.0,8.0,6.0,4.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,8.0,7.0,5.0,37,27,1,14,15.937669,40.341851,0,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2582,8.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,6.0,7.0,8.0,27,23,1,69,11.293276,46.37399,90,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2583,8.0,2.0,7.0,7.0,8.0,7.0,2.0,2.0,8.0,4.0,6.0,7.0,7.0,4.0,2.0,8.0,2.0,7.0,7.0,9.0,7.0,2.0,3.0,8.0,4.0,6.0,7.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,7.0,6.0,8.0,4.0,33,21,1,15,9.875789554610577,45.96889238903483,40,1,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2584,6.0,4.0,3.0,8.0,8.0,7.0,3.0,4.0,4.0,5.0,7.0,7.0,8.0,8.0,7.0,3.0,8.0,2.0,2.0,8.0,2.0,6.0,3.0,4.0,6.0,3.0,6.0,4.0,8.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,7.0,5.0,8.0,6.0,32,25,0,0,13.377437,38.256819,70,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2585,4.0,4.0,6.0,8.0,8.0,5.0,4.0,8.0,7.0,6.0,7.0,4.0,8.0,8.0,4.0,8.0,4.0,6.0,2.0,5.0,7.0,7.0,4.0,7.0,3.0,6.0,5.0,5.0,4.0,7.0,3.0,1.0,2.0,2.0,2.0,7.0,8.0,8.0,6.0,7.0,27,23,1,24,12.268179,45.758352,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2586,4.0,4.0,6.0,7.0,7.0,2.0,3.0,6.0,7.0,3.0,6.0,8.0,8.0,6.0,2.0,3.0,3.0,6.0,7.0,8.0,2.0,3.0,6.0,6.0,3.0,6.0,8.0,9.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,6.0,7.0,7.0,4.0,23,34,0,0,8.635905,45.394238,30,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2587,4.0,2.0,7.0,7.0,8.0,6.0,3.0,2.0,8.0,4.0,6.0,5.0,7.0,4.0,3.0,8.0,6.0,2.0,5.0,4.0,7.0,3.0,9.0,6.0,2.0,7.0,4.0,6.0,5.0,8.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,5.0,6.0,6.0,24,22,1,29,11.5489,45.526163,30,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2588,7.0,2.0,3.0,8.0,6.0,4.0,2.0,8.0,7.0,2.0,6.0,8.0,6.0,3.0,3.0,3.0,8.0,7.0,4.0,4.0,7.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,7.0,7.0,8.0,32,30,1,89,12.245613,43.247142,40,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2589,6.0,7.0,8.0,8.0,7.0,6.0,5.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,2.0,7.0,3.0,1.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,9.0,7.0,8.0,25,29,0,0,12.552332,45.281228,60,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2590,9.0,7.0,7.0,7.0,7.0,6.0,2.0,6.0,4.0,3.0,6.0,5.0,7.0,4.0,4.0,9.0,6.0,7.0,7.0,8.0,6.0,2.0,7.0,3.0,3.0,6.0,5.0,8.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,6.0,6.0,6.0,28,28,0,0,12.366434,45.873678,30,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2591,5.0,5.0,6.0,4.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,6.0,4.0,6.0,4.0,30,24,1,74,11.419343,44.671929,90,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2592,3.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,5.0,4.0,5.0,2.0,3.0,2.0,6.0,2.0,6.0,7.0,6.0,3.0,7.0,7.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,5.0,3.0,25,33,1,90,10.001923,44.233723,20,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2593,7.0,4.0,7.0,4.0,7.0,7.0,6.0,8.0,7.0,4.0,7.0,7.0,8.0,4.0,6.0,8.0,3.0,7.0,4.0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,7.0,9.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,8.0,8.0,8.0,7.0,8.0,20,21,1,41,10.265819,45.208769,40,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2594,4.0,2.0,6.0,7.0,5.0,4.0,2.0,7.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,2.0,6.0,7.0,5.0,4.0,2.0,8.0,2.0,4.0,4.0,3.0,5.0,6.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,4.0,5.0,5.0,25,24,0,0,12.126204,45.665926,60,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2595,7.0,3.0,7.0,7.0,4.0,4.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,8.0,7.0,6.0,2.0,5.0,3.0,6.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,8.0,7.0,6.0,28,29,0,0,11.997969,44.649468,60,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2596,9.0,5.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,5.0,5.0,7.0,7.0,6.0,4.0,9.0,5.0,7.0,8.0,8.0,8.0,6.0,9.0,6.0,5.0,5.0,7.0,8.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,8.0,6.0,6.0,7.0,23,22,0,0,9.025452,45.484855,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2597,9.0,9.0,3.0,7.0,4.0,4.0,3.0,9.0,4.0,6.0,7.0,8.0,7.0,6.0,3.0,9.0,8.0,3.0,6.0,4.0,4.0,3.0,10.0,4.0,6.0,7.0,8.0,8.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,7.0,8.0,8.0,8.0,7.0,27,26,0,0,11.366824,43.613485,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2598,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,8.0,2.0,7.0,6.0,8.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,27,26,0,0,11.133569,46.290943,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2599,7.0,6.0,2.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,3.0,4.0,2.0,6.0,7.0,6.0,4.0,6.0,7.0,3.0,7.0,6.0,7.0,4.0,3.0,8.0,7.0,2.0,2.0,3.0,2.0,3.0,7.0,8.0,8.0,8.0,8.0,33,23,0,0,11.333327,45.573513,40,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2600,7.0,4.0,1.0,7.0,6.0,5.0,3.0,8.0,5.0,4.0,6.0,4.0,6.0,7.0,2.0,3.0,7.0,3.0,2.0,6.0,4.0,4.0,7.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,7.0,6.0,8.0,30,27,1,89,9.483381149617239,45.45901988602144,0,0,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2601,6.0,4.0,6.0,6.0,6.0,7.0,3.0,5.0,7.0,3.0,5.0,4.0,5.0,3.0,2.0,6.0,4.0,5.0,6.0,7.0,7.0,3.0,5.0,7.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,7.0,6.0,7.0,8.0,24,25,0,0,11.61476,46.373648,100,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2602,2.0,2.0,2.0,8.0,8.0,2.0,2.0,4.0,8.0,6.0,8.0,8.0,6.0,9.0,2.0,2.0,4.0,8.0,6.0,4.0,2.0,2.0,3.0,7.0,2.0,6.0,6.0,6.0,6.0,7.0,1.0,2.0,3.0,3.0,2.0,3.0,8.0,4.0,6.0,5.0,29,30,1,95,7.458423,45.25679,80,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2603,3.0,2.0,2.0,6.0,6.0,3.0,4.0,2.0,10.0,6.0,6.0,6.0,6.0,3.0,2.0,4.0,2.0,1.0,7.0,3.0,6.0,2.0,3.0,5.0,8.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,8.0,8.0,7.0,8.0,27,31,1,31,9.03048,45.433037,30,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2604,7.0,4.0,8.0,7.0,8.0,7.0,4.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,7.0,4.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,7.0,6.0,7.0,24,32,0,0,11.972691,44.66047,50,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2605,8.0,6.0,3.0,5.0,7.0,6.0,3.0,9.0,6.0,5.0,4.0,6.0,6.0,5.0,2.0,8.0,5.0,8.0,6.0,7.0,6.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,7.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,8.0,8.0,6.0,7.0,23,33,0,0,17.004268738397585,38.139813052482424,0,0,3,"they,them","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2606,9.0,2.0,4.0,7.0,7.0,7.0,3.0,6.0,4.0,2.0,7.0,7.0,8.0,7.0,4.0,9.0,2.0,3.0,6.0,8.0,7.0,3.0,6.0,4.0,2.0,7.0,7.0,9.0,7.0,4.0,2.0,1.0,3.0,3.0,1.0,7.0,5.0,6.0,8.0,4.0,31,38,1,8,10.533929,44.729415,70,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2607,4.0,4.0,3.0,8.0,7.0,5.0,9.0,8.0,2.0,9.0,6.0,7.0,7.0,9.0,4.0,6.0,7.0,1.0,5.0,4.0,6.0,3.0,9.0,2.0,4.0,3.0,7.0,5.0,3.0,6.0,2.0,3.0,3.0,2.0,2.0,6.0,8.0,9.0,7.0,7.0,23,26,0,0,13.333444,45.868371,10,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
2608,6.0,5.0,5.0,6.0,8.0,8.0,3.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,5.0,4.0,6.0,8.0,8.0,3.0,9.0,6.0,6.0,7.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,7.0,4.0,9.0,6.0,7.0,23,23,1,22,11.36747,43.796586,20,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2609,4.0,5.0,6.0,7.0,8.0,6.0,4.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,6.0,3.0,3.0,6.0,6.0,7.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,6.0,8.0,6.0,6.0,6.0,33,23,1,78,12.331658,44.596127,50,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2610,8.0,7.0,7.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,2.0,6.0,2.0,4.0,6.0,6.0,6.0,4.0,8.0,3.0,2.0,7.0,2.0,3.0,8.0,8.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,6.0,8.0,8.0,24,25,0,0,10.848652,45.952373,100,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2611,8.0,2.0,6.0,7.0,6.0,6.0,2.0,8.0,7.0,3.0,7.0,7.0,8.0,8.0,3.0,8.0,2.0,6.0,6.0,7.0,6.0,2.0,9.0,7.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,8.0,7.0,6.0,7.0,24,27,0,0,10.67499,44.432981,50,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2612,2.0,3.0,2.0,8.0,8.0,7.0,2.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,3.0,6.0,4.0,5.0,6.0,2.0,6.0,3.0,1.0,6.0,2.0,2.0,8.0,6.0,7.0,2.0,2.0,3.0,3.0,3.0,6.0,8.0,8.0,5.0,8.0,23,27,1,6,7.725256,44.984049,10,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2613,8.0,4.0,8.0,7.0,8.0,8.0,2.0,3.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,6.0,6.0,4.0,8.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,5.0,7.0,8.0,29,27,1,89,12.085984,45.696271,30,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2614,9.0,5.0,8.0,4.0,1.0,6.0,5.0,1.0,7.0,6.0,1.0,1.0,1.0,2.0,1.0,9.0,5.0,8.0,4.0,1.0,6.0,5.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,8.0,5.0,5.0,5.0,29,25,0,0,10.907912601456733,45.52224175838035,80,1,3,"they,them","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2615,4.0,2.0,7.0,7.0,6.0,6.0,2.0,8.0,6.0,8.0,5.0,6.0,7.0,4.0,4.0,6.0,7.0,6.0,2.0,4.0,2.0,3.0,6.0,3.0,3.0,7.0,7.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,25,30,0,0,9.397071,45.002629,30,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2616,7.0,3.0,6.0,7.0,6.0,5.0,6.0,4.0,7.0,6.0,5.0,7.0,7.0,6.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,4.0,5.0,2.0,6.0,7.0,3.0,8.0,8.0,7.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,4.0,27,23,1,96,16.803346,38.980798,30,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2617,5.0,5.0,7.0,8.0,7.0,6.0,4.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,3.0,1.0,4.0,4.0,6.0,8.0,4.0,7.0,7.0,2.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0,2.0,7.0,7.0,9.0,8.0,8.0,22,21,1,46,12.635415,46.214585,10,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2618,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,8.0,2.0,7.0,6.0,8.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,27,36,1,8,15.997179,40.345237,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
2619,2.0,2.0,6.0,5.0,6.0,2.0,2.0,4.0,8.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0,6.0,8.0,4.0,9.0,6.0,8.0,7.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,6.0,7.0,3.0,8.0,7.0,31,26,1,9,11.231062,43.752178,90,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2620,4.0,2.0,3.0,4.0,8.0,3.0,3.0,5.0,8.0,6.0,7.0,7.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,9.0,3.0,3.0,5.0,8.0,6.0,7.0,7.0,7.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,6.0,4.0,5.0,8.0,34,29,1,46,11383.0,44.731889,60,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2621,9.0,3.0,8.0,8.0,6.0,8.0,3.0,8.0,7.0,2.0,4.0,3.0,7.0,6.0,8.0,3.0,3.0,3.0,3.0,6.0,8.0,3.0,8.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,8.0,8.0,9.0,6.0,6.0,30,29,1,89,9.189905,45.01741,50,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2622,4.0,2.0,6.0,5.0,6.0,2.0,2.0,2.0,8.0,8.0,7.0,7.0,5.0,3.0,3.0,4.0,2.0,6.0,2.0,8.0,3.0,5.0,3.0,5.0,4.0,6.0,7.0,4.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,6.0,6.0,7.0,2.0,30,27,1,89,13.420191,45.848072,90,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2623,5.0,2.0,6.0,6.0,6.0,8.0,2.0,4.0,7.0,4.0,7.0,7.0,7.0,5.0,9.0,5.0,2.0,6.0,6.0,7.0,8.0,2.0,4.0,7.0,4.0,7.0,7.0,8.0,6.0,9.0,1.0,3.0,3.0,2.0,3.0,3.0,8.0,2.0,6.0,7.0,23,27,1,78,8.128339,43.828822,100,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2624,6.0,3.0,7.0,5.0,5.0,3.0,3.0,2.0,7.0,8.0,7.0,8.0,7.0,7.0,2.0,6.0,2.0,7.0,5.0,5.0,3.0,3.0,3.0,6.0,8.0,7.0,8.0,8.0,8.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,8.0,7.0,8.0,8.0,24,28,1,2,14.552428,40.863531,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2625,7.0,3.0,6.0,7.0,6.0,5.0,6.0,4.0,7.0,6.0,5.0,7.0,7.0,6.0,3.0,5.0,5.0,5.0,2.0,8.0,6.0,2.0,3.0,6.0,3.0,4.0,2.0,3.0,8.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,7.0,4.0,27,24,1,28,13.50285,45.860783,80,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2626,7.0,7.0,7.0,7.0,5.0,7.0,4.0,8.0,7.0,8.0,5.0,7.0,7.0,6.0,4.0,8.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,8.0,5.0,5.0,6.0,8.0,8.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,26,30,1,50,11.706794,45.213619,30,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2627,7.0,4.0,6.0,7.0,8.0,5.0,3.0,2.0,8.0,9.0,7.0,7.0,6.0,8.0,7.0,7.0,4.0,5.0,7.0,8.0,5.0,3.0,3.0,8.0,9.0,7.0,7.0,6.0,8.0,7.0,2.0,2.0,2.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,27,23,1,2,9.876721,43.831317,60,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2628,3.0,3.0,2.0,4.0,6.0,2.0,2.0,6.0,4.0,7.0,5.0,8.0,8.0,3.0,3.0,3.0,2.0,1.0,3.0,7.0,2.0,2.0,7.0,3.0,7.0,5.0,8.0,9.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,8.0,7.0,3.0,22,39,0,0,11.287565,45.928325,30,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2629,4.0,3.0,2.0,6.0,7.0,3.0,3.0,7.0,8.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,6.0,1.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,6.0,7.0,2.0,2.0,3.0,3.0,2.0,5.0,7.0,6.0,6.0,7.0,27,24,1,95,8.6723,45.194648,0,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2630,8.0,8.0,8.0,7.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,7.0,4.0,5.0,3.0,8.0,8.0,8.0,7.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,7.0,4.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,5.0,6.0,8.0,8.0,32,22,1,27,9.075404,39.159395,40,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2631,9.0,5.0,8.0,6.0,2.0,8.0,4.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,6.0,4.0,6.0,1.0,6.0,4.0,3.0,7.0,6.0,6.0,6.0,4.0,3.0,6.0,7.0,2.0,3.0,1.0,2.0,3.0,2.0,6.0,4.0,6.0,7.0,8.0,23,29,0,0,11.460599,43.742562,30,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2632,9.0,9.0,8.0,4.0,7.0,1.0,6.0,4.0,7.0,6.0,5.0,4.0,7.0,4.0,4.0,9.0,8.0,8.0,4.0,8.0,1.0,6.0,4.0,6.0,6.0,5.0,4.0,8.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,6.0,6.0,7.0,6.0,7.0,27,22,0,0,8.930726,39.222869,100,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
2633,4.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,7.0,6.0,4.0,7.0,5.0,4.0,3.0,8.0,8.0,3.0,2.0,4.0,2.0,4.0,9.0,7.0,4.0,7.0,7.0,4.0,7.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,7.0,29,29,1,1,10.349294,43.827031,20,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
2634,7.0,2.0,5.0,7.0,4.0,6.0,6.0,8.0,10.0,6.0,3.0,6.0,7.0,4.0,2.0,8.0,2.0,4.0,7.0,4.0,6.0,6.0,8.0,10.0,6.0,3.0,6.0,8.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,8.0,7.0,7.0,5.0,27,22,1,50,10.232485,43.539865,60,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
